area-name,duoarea,period,process,process-name,product,product-name,series,series-description,units,value
USA-ND,SND,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SND_1,North Dakota Crude Oil Proved Reserves (Million Barrels),MMBBL,4353
NA,RTX01,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTX01_1,Texas - RRC District 1 Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,171
NA,RNMWEST,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RNMWEST_1,New Mexico - West Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,6
NA,RNMEAST,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RNMEAST_1,New Mexico - East Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,434
NA,RTX03,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTX03_1,Texas - RRC District 3 Onshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,39
NA,RTX10,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTX10_1,Texas - RRC District 10 Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,8
USA-AL,SAL,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SAL_1,Alabama Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,4
NA,RCAJ,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,99
USA-WY,SWY,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SWY_MMBBL,Wyoming Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,104
USA-MS,SMS,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SMS_MMBBL,Mississippi Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,3
USA-KY,SKY,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SKY_MMBBL,Kentucky Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
USA-MI,SMI,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SMI_MMBBL,Michigan Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,1
NA,RTX07C,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX07C_MMBBL,Texas - RRC District 7C Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,324
U.S.,NUS,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_NUS_MMBBL,U.S. Crude Oil Reserves Extensions and Discoveries  (Million Barrels),MMBBL,5736
USA-UT,SUT,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SUT_MMBBL,Utah Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,109
CALIFORNIA,SCA,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SCA_MMBBL,California Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,26
NA,RTX03,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX03_MMBBL,Texas - RRC District 3 Onshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,37
NA,RTX04,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX04_MMBBL,Texas - RRC District 4 Onshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
NA,R1901F,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_R1901F_MMBBL,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,27
USA-AK,SAK,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SAK_MMBBL,Alaska Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,164
USA-ND,SND,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SND_1,North Dakota Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,381
USA-AL,SAL,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SAL_1,Alabama Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RLASO,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RLASO_1,Louisiana - South Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,2
TEXAS,STX,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06STX_1,Texas Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,2594
USA-MT,SMT,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SMT_1,Montana Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,13
NA,R5F,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R5F_1,California Federal Offshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RTXSF,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTXSF_1,Texas State Offshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RTX06,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX06_1,Texas - RRC District 6 Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RCAC,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,10
USA-AK,SAK,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SAK_1,Alaska Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RLAN,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RLAN_1,Louisiana - North Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RCAJ,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RNMEAST,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RNMEAST_1,New Mexico - East Crude Oil Reserves Divestitures (Million Barrels),MMBBL,67
USA-MI,SMI,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SMI_1,Michigan Crude Oil Reserves Divestitures (Million Barrels),MMBBL,1
USA-ND,SND,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SND_1,North Dakota Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,122
NA,R48,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04R48_1,Lower 48 States Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,3862
NA,RTX08,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX08_1,Texas - RRC District 8 Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,1989
USA-MI,SMI,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SMI_1,Michigan Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,1
NA,RLAN,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RLAN_1,Louisiana - North Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,3
USA-UT,SUT,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SUT_1,Utah Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,30
USA-MS,SMS,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SMS_1,Mississippi Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,11
NA,RLASO,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RLASO_1,Louisiana - South Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,8
USA-NM,SNM,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SNM_1,New Mexico Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,387
USA-AL,SAL,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SAL_1,Alabama Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,0
NA,RTX06,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX06_1,Texas - RRC District 6 Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,3
U.S.,NUS,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03NUS_1,U.S. Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,5525
USA-AR,SAR,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAR_1,Arkansas Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,4
USA-PA,SPA,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SPA_1,Pennsylvania Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,5
NA,RTX05,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX05_1,Texas - RRC District 5 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,4
NA,RNMEAST,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RNMEAST_1,New Mexico - East Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,336
NA,RCAJ,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,93
NA,RTX09,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX09_1,Texas - RRC District 9 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,17
NA,RTX06,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX06_1,Texas - RRC District 6 Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-6
NA,RLASO,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RLASO_1,Louisiana - South Onshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-15
NA,RTX08,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX08_1,Texas - RRC District 8 Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-876
USA-AK,SAK,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SAK_1,Alaska Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-257
USA-AR,SAR,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SAR_1,Arkansas Crude Oil Reserves Adjustments (Million Barrels),MMBBL,6
NA,RTX08A,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX08A_1,Texas - RRC District 8A Crude Oil Reserves Adjustments (Million Barrels),MMBBL,36
NA,R5F,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02R5F_1,California Federal Offshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,0
NA,RCASF,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RCASF_1,California State Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,282
USA-MS,SMS,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SMS_1,Mississippi Crude Oil Proved Reserves (Million Barrels),MMBBL,119
NA,RTX06,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RTX06_1,Texas - RRC District 6 Crude Oil Proved Reserves (Million Barrels),MMBBL,83
USA-PA,SPA,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SPA_1,Pennsylvania Crude Oil Proved Reserves (Million Barrels),MMBBL,8
NA,RTXSF,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RTXSF_1,Texas State Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,0
CALIFORNIA,SCA,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SCA_1,California Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,151
USA-WV,SWV,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SWV_1,West Virginia Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,2
USA-PA,SPA,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SPA_1,Pennsylvania Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,1
NA,RLASO,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RLASO_1,Louisiana - South Onshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,17
USA-LA,SLA,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SLA_1,Louisiana Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,28
NA,RUSF,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RUSF_MMBBL,U.S. Federal Offshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,163
COLORADO,SCO,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SCO_1,Colorado Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,480
USA-NM,SNM,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SNM_1,New Mexico Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,356
NA,R48,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R48_1,Lower 48 States Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,4004
NA,RLASO,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RLASO_1,Louisiana - South Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTX07B,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX07B_1,Texas - RRC District 7B Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
USA-AR,SAR,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SAR_1,Arkansas Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTX04,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX04_1,Texas - RRC District 4 Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RNMWEST,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RNMWEST_1,New Mexico - West Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTX02,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,29
NA,RCASF,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RCASF_1,California State Offshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,0
OHIO,SOH,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SOH_1,Ohio Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,2
NA,RNMWEST,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RNMWEST_1,New Mexico - West Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,0
USA-NE,SNE,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SNE_1,Nebraska Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,4
NA,RTX10,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX10_1,Texas - RRC District 10 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,15
NA,RCAC,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,66
NA,RCAL,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RCAL_1,California - Los Angeles Basin Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,50
USA-MT,SMT,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SMT_1,Montana Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,90
NA,R48,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03R48_1,Lower 48 States Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,4546
USA-OK,SOK,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SOK_1,Oklahoma Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,111
USA-NM,SNM,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SNM_1,New Mexico Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,336
NA,RLASO,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RLASO_1,Louisiana - South Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,46
TEXAS,STX,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02STX_1,Texas Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-733
USA-NM,SNM,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SNM_1,New Mexico Crude Oil Reserves Adjustments (Million Barrels),MMBBL,52
NA,RTX04,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX04_1,Texas - RRC District 4 Onshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-6
NA,RLASF,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RLASF_1,Louisiana State Offshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-6
USA-LA,SLA,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SLA_1,Louisiana Crude Oil Reserves Adjustments (Million Barrels),MMBBL,5
NA,RTX09,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX09_1,Texas - RRC District 9 Crude Oil Reserves Adjustments (Million Barrels),MMBBL,22
USA-OK,SOK,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SOK_1,Oklahoma Crude Oil Reserves Adjustments (Million Barrels),MMBBL,38
NA,RTX03,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX03_1,Texas - RRC District 3 Onshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,7
USA-WV,SWV,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SWV_1,West Virginia Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-1
NA,RTX07B,2021,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX07B_1,Texas - RRC District 7B Crude Oil Reserves Adjustments (Million Barrels),MMBBL,11
NA,RTX07B,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RTX07B_1,Texas - RRC District 7B Crude Oil Proved Reserves (Million Barrels),MMBBL,92
NA,R1901F,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Proved Reserves (Million Barrels),MMBBL,3992
USA-NE,SNE,2021,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SNE_1,Nebraska Crude Oil Proved Reserves (Million Barrels),MMBBL,14
NA,RTX07C,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTX07C_1,Texas - RRC District 7C Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,137
USA-UT,SUT,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SUT_1,Utah Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,34
COLORADO,SCO,2021,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SCO_1,Colorado Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,152
NA,RTX07B,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX07B_MMBBL,Texas - RRC District 7B Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,4
NA,RLASF,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RLASF_MMBBL,Louisiana State Offshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
USA-ND,SND,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SND_MMBBL,North Dakota Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,786
NA,RLAN,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RLAN_MMBBL,Louisiana - North Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,3
USA-LA,SLA,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SLA_MMBBL,Louisiana Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,10
OHIO,SOH,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SOH_MMBBL,Ohio Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
USA-KS,SKS,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SKS_MMBBL,Kansas Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
NA,RNMEAST,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RNMEAST_MMBBL,New Mexico - East Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,1297
NA,R44F,2021,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_R44F_MMBBL,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,136
USA-UT,SUT,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SUT_1,Utah Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,2
USA-WY,SWY,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SWY_1,Wyoming Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,111
NA,R1901F,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,9
NA,RCAJ,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RTX08A,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX08A_1,Texas - RRC District 8A Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,9
NA,RTX07C,2021,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX07C_1,Texas - RRC District 7C Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,215
USA-ND,SND,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SND_1,North Dakota Crude Oil Reserves Divestitures (Million Barrels),MMBBL,302
USA-AL,SAL,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SAL_1,Alabama Crude Oil Reserves Divestitures (Million Barrels),MMBBL,15
NA,R1901F,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Divestitures (Million Barrels),MMBBL,2
NA,RUSF,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05R48F_1,U.S. Federal Offshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,2
USA-PA,SPA,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SPA_1,Pennsylvania Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTXSF,2021,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTXSF_1,Texas State Offshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RLASF,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RLASF_1,Louisiana State Offshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,0
USA-WV,SWV,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SWV_1,West Virginia Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,0
USA-NE,SNE,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SNE_1,Nebraska Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,0
NA,R44F,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,10
USA-MT,SMT,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SMT_1,Montana Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,14
U.S.,NUS,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04NUS_1,U.S. Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,3880
NA,RTX10,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX10_1,Texas - RRC District 10 Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,11
COLORADO,SCO,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SCO_1,Colorado Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,257
NA,RUSF,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04R48F_1,U.S. Federal Offshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,37
NA,RCAC,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,10
TEXAS,STX,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04STX_1,Texas Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,2569
NA,RTX09,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX09_1,Texas - RRC District 9 Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,14
NA,RTX05,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX05_1,Texas - RRC District 5 Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,0
NA,RTX03,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX03_1,Texas - RRC District 3 Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,32
NA,R1901F,2021,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,25
USA-AL,SAL,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAL_1,Alabama Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,7
NA,RTX08,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX08_1,Texas - RRC District 8 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,685
NA,RTXSF,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTXSF_1,Texas State Offshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,0
NA,RLASF,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RLASF_1,Louisiana State Offshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,9
USA-KY,SKY,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SKY_1,Kentucky Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,1
USA-AK,SAK,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAK_1,Alaska Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,979
USA-WV,SWV,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SWV_1,West Virginia Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,8
USA-LA,SLA,2021,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SLA_1,Louisiana Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,69
