area-name,duoarea,period,process,process-name,product,product-name,series,series-description,units,value
NA,RUSF,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RUSF_MMBBL,U.S. Federal Offshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,100
NA,R1901F,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_R1901F_MMBBL,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,86
NA,RCAC,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RCAC_MMBBL,California - Coastal Region Onshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,3
USA-AR,SAR,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SAR_1,Arkansas Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RNMEAST,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RNMEAST_1,New Mexico - East Crude Oil Reserves Extensions (Million Barrels),MMBBL,
U.S.,NUS,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07NUS_1,U.S. Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RCAL,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RCAL_1,California - Los Angeles Basin Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-KY,SKY,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SKY_1,Kentucky Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RTX09,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX09_1,Texas - RRC District 9 Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RCAC,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RTX05,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX05_1,Texas - RRC District 5 Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,9
USA-NE,SNE,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SNE_1,Nebraska Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
USA-AR,SAR,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SAR_1,Arkansas Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
CALIFORNIA,SCA,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SCA_1,California Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,2
NA,RTX03,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX03_1,Texas - RRC District 3 Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,131
NA,R48,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R48_1,Lower 48 States Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,1460
USA-OK,SOK,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SOK_1,Oklahoma Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,100
USA-MS,SMS,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SMS_1,Mississippi Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTX07C,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX07C_1,Texas - RRC District 7C Crude Oil Reserves Divestitures (Million Barrels),MMBBL,49
U.S.,NUS,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05NUS_1,U.S. Crude Oil Reserves Divestitures (Million Barrels),MMBBL,1125
NA,RLASF,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RLASF_1,Louisiana State Offshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,2
USA-IL,SIL,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SIL_1,Illinois Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,13
NA,RCAJ,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,98
NA,RTX02,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,469
NA,RCAC,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,80
USA-KY,SKY,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SKY_1,Kentucky Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,2
NA,RLASO,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RLASO_1,Louisiana - South Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,59
USA-NM,SNM,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SNM_1,New Mexico Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,282
U.S.,NUS,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03NUS_1,U.S. Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,5224
NA,RTX10,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX10_1,Texas - RRC District 10 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,11
NA,R48,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03R48_1,Lower 48 States Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,5128
NA,RUSF,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03R48F_1,U.S. Federal Offshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,789
NA,RTX09,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX09_1,Texas - RRC District 9 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,17
NA,RLASO,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RLASO_1,Louisiana - South Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,38
NA,RTX06,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX06_1,Texas - RRC District 6 Crude Oil Reserves Adjustments (Million Barrels),MMBBL,11
USA-UT,SUT,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SUT_1,Utah Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-8
USA-LA,SLA,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SLA_1,Louisiana Crude Oil Reserves Adjustments (Million Barrels),MMBBL,43
USA-MT,SMT,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SMT_1,Montana Crude Oil Reserves Adjustments (Million Barrels),MMBBL,19
NA,R44F,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-4
USA-WV,SWV,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SWV_1,West Virginia Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-5
NA,RTX02,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,146
NA,RTX07C,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RTX07C_1,Texas - RRC District 7C Crude Oil Proved Reserves (Million Barrels),MMBBL,1280
NA,RCASF,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RCASF_1,California State Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,163
USA-MI,SMI,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SMI_1,Michigan Crude Oil Proved Reserves (Million Barrels),MMBBL,51
NA,R5F,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01R5F_1,California Federal Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,50
USA-UT,SUT,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SUT_1,Utah Crude Oil Proved Reserves (Million Barrels),MMBBL,372
USA-PA,SPA,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SPA_1,Pennsylvania Crude Oil Proved Reserves (Million Barrels),MMBBL,2
USA-NE,SNE,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SNE_1,Nebraska Crude Oil Proved Reserves (Million Barrels),MMBBL,14
NA,RNMWEST,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RNMWEST_1,New Mexico - West Crude Oil Proved Reserves (Million Barrels),MMBBL,49
USA-NM,SNM,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SNM_1,New Mexico Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,138
NA,RLASF,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RLASF_1,Louisiana State Offshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,8
USA-WY,SWY,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SWY_1,Wyoming Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,59
USA-PA,SPA,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SPA_1,Pennsylvania Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,1
USA-AL,SAL,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SAL_1,Alabama Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,7
COLORADO,SCO,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SCO_1,Colorado Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,111
USA-MI,SMI,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SMI_1,Michigan Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-NE,SNE,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SNE_1,Nebraska Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-PA,SPA,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SPA_1,Pennsylvania Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
NA,RCAL,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RCAL_1,California - Los Angeles Basin Onshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-LA,SLA,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SLA_1,Louisiana Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-MT,SMT,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SMT_1,Montana Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
NA,RCASF,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RCASF_1,California State Offshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
NA,R1901F,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-IN,SIN,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SIN_1,Indiana Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
USA-PA,SPA,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SPA_1,Pennsylvania Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTXSF,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTXSF_1,Texas State Offshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTX10,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX10_1,Texas - RRC District 10 Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTX08,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX08_1,Texas - RRC District 8 Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTX08A,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX08A_MMBBL,Texas - RRC District 8A Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,11
NA,RLAN,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RLAN_MMBBL,Louisiana - North Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
COLORADO,SCO,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SCO_MMBBL,Colorado Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,110
USA-AL,SAL,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SAL_MMBBL,Alabama Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
USA-AK,SAK,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SAK_MMBBL,Alaska Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,82
NA,RTX02,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX02_MMBBL,Texas - RRC District 2 Onshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,207
USA-ND,SND,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SND_1,North Dakota Crude Oil Reserves Extensions (Million Barrels),MMBBL,
FLORIDA,SFL,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SFL_1,Florida Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-AL,SAL,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SAL_1,Alabama Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-UT,SUT,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SUT_1,Utah Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-OK,SOK,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SOK_1,Oklahoma Crude Oil Reserves Extensions (Million Barrels),MMBBL,
COLORADO,SCO,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SCO_1,Colorado Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-LA,SLA,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SLA_1,Louisiana Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-ND,SND,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SND_1,North Dakota Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,93
NA,RTX04,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX04_1,Texas - RRC District 4 Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
U.S.,NUS,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06NUS_1,U.S. Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,1460
TEXAS,STX,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06STX_1,Texas Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,787
USA-MS,SMS,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SMS_1,Mississippi Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RTX09,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX09_1,Texas - RRC District 9 Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RTX02,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,103
NA,RCAC,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
USA-IL,SIL,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SIL_1,Illinois Crude Oil Reserves Divestitures (Million Barrels),MMBBL,3
USA-WY,SWY,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SWY_1,Wyoming Crude Oil Reserves Divestitures (Million Barrels),MMBBL,73
USA-WV,SWV,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SWV_1,West Virginia Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
USA-ND,SND,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SND_1,North Dakota Crude Oil Reserves Divestitures (Million Barrels),MMBBL,171
USA-PA,SPA,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SPA_1,Pennsylvania Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTX02,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,128
NA,R44F,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
COLORADO,SCO,2016,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SCO_1,Colorado Crude Oil Reserves Divestitures (Million Barrels),MMBBL,64
USA-ND,SND,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SND_1,North Dakota Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,490
USA-MS,SMS,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SMS_1,Mississippi Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,12
USA-LA,SLA,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SLA_1,Louisiana Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,78
NA,RTX03,2016,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX03_1,Texas - RRC District 3 Onshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,77
USA-AL,SAL,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAL_1,Alabama Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,5
NA,RCASF,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RCASF_1,California State Offshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,26
FLORIDA,SFL,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SFL_1,Florida Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,2
NA,RTX06,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX06_1,Texas - RRC District 6 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,9
NA,RLASF,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RLASF_1,Louisiana State Offshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,0
OHIO,SOH,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SOH_1,Ohio Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,11
NA,RTX05,2016,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX05_1,Texas - RRC District 5 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,6
U.S.,NUS,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02NUS_1,U.S. Crude Oil Reserves Adjustments (Million Barrels),MMBBL,262
USA-ND,SND,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SND_1,North Dakota Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-110
NA,RLAN,2016,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RLAN_1,Louisiana - North Crude Oil Reserves Adjustments (Million Barrels),MMBBL,3
USA-IN,SIN,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SIN_1,Indiana Crude Oil Proved Reserves (Million Barrels),MMBBL,4
NA,RCAJ,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Proved Reserves (Million Barrels),MMBBL,1263
USA-MT,SMT,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SMT_1,Montana Crude Oil Proved Reserves (Million Barrels),MMBBL,285
TEXAS,STX,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01STX_1,Texas Crude Oil Proved Reserves (Million Barrels),MMBBL,12859
USA-LA,SLA,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SLA_1,Louisiana Crude Oil Proved Reserves (Million Barrels),MMBBL,408
NA,RLASF,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RLASF_1,Louisiana State Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,54
USA-AR,SAR,2016,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SAR_1,Arkansas Crude Oil Proved Reserves (Million Barrels),MMBBL,40
NA,RTXSF,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTXSF_1,Texas State Offshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,0
USA-KY,SKY,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SKY_1,Kentucky Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,1
NA,RUSF,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10R48F_1,U.S. Federal Offshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,564
NA,RTX10,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTX10_1,Texas - RRC District 10 Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,16
NA,R48,2016,R10,Production from Reserves,EPC0,Crude Oil,RCRR10R48_1,Lower 48 States Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,2775
USA-NM,SNM,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SNM_1,New Mexico Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-ND,SND,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SND_1,North Dakota Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
NA,RLASO,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RLASO_1,Louisiana - South Onshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-KS,SKS,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SKS_1,Kansas Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
NA,RTX08A,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RTX08A_1,Texas - RRC District 8A Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
NA,RTX02,2016,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RTX02_1,Texas - RRC District 2 Onshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,
USA-LA,SLA,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SLA_1,Louisiana Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
CALIFORNIA,SCA,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SCA_1,California Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RCAC,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RCAC_1,California - Coastal Region Onshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
USA-IL,SIL,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SIL_1,Illinois Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
OHIO,SOH,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SOH_1,Ohio Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RNMEAST,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RNMEAST_1,New Mexico - East Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTX04,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX04_1,Texas - RRC District 4 Onshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTX01,2016,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX01_1,Texas - RRC District 1 Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,
NA,RTX09,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX09_MMBBL,Texas - RRC District 9 Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,1
NA,RTX03,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RTX03_MMBBL,Texas - RRC District 3 Onshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,4
USA-IN,SIN,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_SIN_MMBBL,Indiana Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
NA,RCAL,2016,R07A,Reserves Extensions and Discoveries,EPC0,Crude Oil,RES_EPC0_R07A_RCAL_MMBBL,California - Los Angeles Basin Onshore Crude Oil Reserves Extensions and Discoveries (Million Barrels),MMBBL,0
NA,RCASF,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RCASF_1,California State Offshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-IL,SIL,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SIL_1,Illinois Crude Oil Reserves Extensions (Million Barrels),MMBBL,
USA-MT,SMT,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SMT_1,Montana Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RTX04,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX04_1,Texas - RRC District 4 Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RTX08A,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX08A_1,Texas - RRC District 8A Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RUSF,2016,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07R48F_1,U.S. Federal Offshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,
NA,RCASF,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RCASF_1,California State Offshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,R1901F,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,75
NA,R5F,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R5F_1,California Federal Offshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,R44F,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RTX07B,2016,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX07B_1,Texas - RRC District 7B Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,3
